"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 26 04:17:42 GMT 2022","Wed Jan 26 04:17:43 GMT 2022","1066","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Wed Jan 26 04:17:48 GMT 2022","Wed Jan 26 04:17:48 GMT 2022","920","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Wed Jan 26 04:17:48 GMT 2022","Wed Jan 26 04:17:49 GMT 2022","967","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Wed Jan 26 04:18:29 GMT 2022","Wed Jan 26 04:18:31 GMT 2022","1414","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Wed Jan 26 04:18:31 GMT 2022","Wed Jan 26 04:18:31 GMT 2022","347","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Wed Jan 26 04:18:36 GMT 2022","Wed Jan 26 04:18:37 GMT 2022","1031","","SEO Friendly","","","","All images have alt tags",""
"passed","Wed Jan 26 04:18:43 GMT 2022","Wed Jan 26 04:20:31 GMT 2022","107770","","Link valid and working","","","","Links are valid and working",""
"passed","Wed Jan 26 04:18:37 GMT 2022","Wed Jan 26 04:18:38 GMT 2022","586","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Wed Jan 26 04:18:39 GMT 2022","Wed Jan 26 04:18:39 GMT 2022","442","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Wed Jan 26 04:17:49 GMT 2022","Wed Jan 26 04:17:51 GMT 2022","1136","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Wed Jan 26 04:18:36 GMT 2022","Wed Jan 26 04:18:36 GMT 2022","447","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Wed Jan 26 04:17:43 GMT 2022","Wed Jan 26 04:17:44 GMT 2022","824","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Wed Jan 26 04:18:38 GMT 2022","Wed Jan 26 04:18:38 GMT 2022","446","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Wed Jan 26 04:17:40 GMT 2022","Wed Jan 26 04:17:42 GMT 2022","1902","","Menu on top","","","","Show the menu on top",""
"passed","Wed Jan 26 04:17:55 GMT 2022","Wed Jan 26 04:18:25 GMT 2022","30455","","Performance with lighthouse","","","","Check the performance",""
"failed","Wed Jan 26 04:17:46 GMT 2022","Wed Jan 26 04:17:47 GMT 2022","1324","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Wed Jan 26 04:17:44 GMT 2022","Wed Jan 26 04:17:45 GMT 2022","868","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Wed Jan 26 04:18:35 GMT 2022","Wed Jan 26 04:18:36 GMT 2022","879","","SEO Friendly","","","","Have only one h1 element",""
"failed","Wed Jan 26 04:17:45 GMT 2022","Wed Jan 26 04:17:46 GMT 2022","1379","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Wed Jan 26 04:18:38 GMT 2022","Wed Jan 26 04:18:39 GMT 2022","343","","SEO Friendly","","","","All canonicals are valid",""
