"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 04:19:23 GMT 2022","Sun Jan 16 04:19:27 GMT 2022","3630","","Menu on top","","","","Show the menu on top",""
"passed","Sun Jan 16 04:19:32 GMT 2022","Sun Jan 16 04:19:32 GMT 2022","637","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sun Jan 16 04:20:17 GMT 2022","Sun Jan 16 04:20:19 GMT 2022","1500","","SEO Friendly","","","","Have only one h1 element",""
"passed","Sun Jan 16 04:20:26 GMT 2022","Sun Jan 16 04:22:33 GMT 2022","126905","","Link valid and working","","","","Links are valid and working",""
"passed","Sun Jan 16 04:19:27 GMT 2022","Sun Jan 16 04:19:27 GMT 2022","650","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sun Jan 16 04:19:27 GMT 2022","Sun Jan 16 04:19:28 GMT 2022","647","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Sun Jan 16 04:20:13 GMT 2022","Sun Jan 16 04:20:13 GMT 2022","402","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Sun Jan 16 04:19:30 GMT 2022","Sun Jan 16 04:19:31 GMT 2022","658","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Sun Jan 16 04:19:36 GMT 2022","Sun Jan 16 04:20:07 GMT 2022","30681","","Performance with lighthouse","","","","Check the performance",""
"passed","Sun Jan 16 04:19:31 GMT 2022","Sun Jan 16 04:19:32 GMT 2022","651","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Sun Jan 16 04:20:11 GMT 2022","Sun Jan 16 04:20:13 GMT 2022","1770","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sun Jan 16 04:20:20 GMT 2022","Sun Jan 16 04:20:21 GMT 2022","336","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sun Jan 16 04:19:29 GMT 2022","Sun Jan 16 04:19:29 GMT 2022","758","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sun Jan 16 04:19:28 GMT 2022","Sun Jan 16 04:19:29 GMT 2022","647","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sun Jan 16 04:19:30 GMT 2022","Sun Jan 16 04:19:30 GMT 2022","851","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sun Jan 16 04:20:21 GMT 2022","Sun Jan 16 04:20:22 GMT 2022","366","","SEO Friendly","","","","All canonicals are valid",""
"passed","Sun Jan 16 04:20:19 GMT 2022","Sun Jan 16 04:20:20 GMT 2022","1038","","SEO Friendly","","","","All images have alt tags",""
"passed","Sun Jan 16 04:20:19 GMT 2022","Sun Jan 16 04:20:19 GMT 2022","382","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Sun Jan 16 04:20:21 GMT 2022","Sun Jan 16 04:20:21 GMT 2022","549","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sun Jan 16 04:20:22 GMT 2022","Sun Jan 16 04:20:22 GMT 2022","349","","SEO Friendly","","","","HTML has a lang attribute set",""
