"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 10:35:54 GMT 2021","Mon Dec 13 10:35:54 GMT 2021","607","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Mon Dec 13 10:35:49 GMT 2021","Mon Dec 13 10:35:50 GMT 2021","637","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Mon Dec 13 10:36:06 GMT 2021","Mon Dec 13 10:36:07 GMT 2021","478","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Mon Dec 13 10:35:53 GMT 2021","Mon Dec 13 10:35:54 GMT 2021","569","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Mon Dec 13 10:35:50 GMT 2021","Mon Dec 13 10:35:51 GMT 2021","1040","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Mon Dec 13 10:36:04 GMT 2021","Mon Dec 13 10:36:05 GMT 2021","369","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Mon Dec 13 10:35:47 GMT 2021","Mon Dec 13 10:35:49 GMT 2021","2063","","Menu on top","","","","Show the menu on top",""
"passed","Mon Dec 13 10:36:07 GMT 2021","Mon Dec 13 10:36:07 GMT 2021","383","","SEO Friendly","","","","All canonicals are valid",""
"passed","Mon Dec 13 10:35:59 GMT 2021","Mon Dec 13 10:35:59 GMT 2021","801","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Mon Dec 13 10:35:59 GMT 2021","Mon Dec 13 10:36:00 GMT 2021","591","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Mon Dec 13 10:36:06 GMT 2021","Mon Dec 13 10:36:06 GMT 2021","315","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Mon Dec 13 10:36:03 GMT 2021","Mon Dec 13 10:36:04 GMT 2021","907","","SEO Friendly","","","","Have only one h1 element",""
"passed","Mon Dec 13 10:36:05 GMT 2021","Mon Dec 13 10:36:06 GMT 2021","993","","SEO Friendly","","","","All images have alt tags",""
"passed","Mon Dec 13 10:35:54 GMT 2021","Mon Dec 13 10:35:55 GMT 2021","753","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Mon Dec 13 10:35:52 GMT 2021","Mon Dec 13 10:35:53 GMT 2021","624","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Mon Dec 13 10:36:07 GMT 2021","Mon Dec 13 10:36:07 GMT 2021","393","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Mon Dec 13 10:35:51 GMT 2021","Mon Dec 13 10:35:52 GMT 2021","565","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Mon Dec 13 10:35:52 GMT 2021","Mon Dec 13 10:35:52 GMT 2021","700","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
