"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 29 04:17:51 GMT 2022","Sat Jan 29 04:17:53 GMT 2022","1779","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Sat Jan 29 04:17:44 GMT 2022","Sat Jan 29 04:17:49 GMT 2022","5418","","Menu on top","","","","Show the menu on top",""
"passed","Sat Jan 29 04:18:58 GMT 2022","Sat Jan 29 04:21:13 GMT 2022","135654","","Link valid and working","","","","Links are valid and working",""
"failed","Sat Jan 29 04:17:55 GMT 2022","Sat Jan 29 04:17:56 GMT 2022","971","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sat Jan 29 04:18:53 GMT 2022","Sat Jan 29 04:18:53 GMT 2022","379","","SEO Friendly","","","","All canonicals are valid",""
"failed","Sat Jan 29 04:17:53 GMT 2022","Sat Jan 29 04:17:55 GMT 2022","1528","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sat Jan 29 04:18:53 GMT 2022","Sat Jan 29 04:18:54 GMT 2022","344","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Sat Jan 29 04:18:03 GMT 2022","Sat Jan 29 04:18:39 GMT 2022","36406","","Performance with lighthouse","","","","Check the performance",""
"passed","Sat Jan 29 04:18:50 GMT 2022","Sat Jan 29 04:18:51 GMT 2022","367","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Sat Jan 29 04:17:58 GMT 2022","Sat Jan 29 04:17:59 GMT 2022","873","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sat Jan 29 04:18:52 GMT 2022","Sat Jan 29 04:18:52 GMT 2022","319","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Sat Jan 29 04:17:55 GMT 2022","Sat Jan 29 04:17:55 GMT 2022","754","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sat Jan 29 04:18:43 GMT 2022","Sat Jan 29 04:18:45 GMT 2022","1691","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sat Jan 29 04:18:52 GMT 2022","Sat Jan 29 04:18:53 GMT 2022","514","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sat Jan 29 04:18:45 GMT 2022","Sat Jan 29 04:18:45 GMT 2022","340","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Sat Jan 29 04:17:49 GMT 2022","Sat Jan 29 04:17:51 GMT 2022","1816","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sat Jan 29 04:18:51 GMT 2022","Sat Jan 29 04:18:52 GMT 2022","1061","","SEO Friendly","","","","All images have alt tags",""
"failed","Sat Jan 29 04:17:57 GMT 2022","Sat Jan 29 04:17:58 GMT 2022","787","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Sat Jan 29 04:17:56 GMT 2022","Sat Jan 29 04:17:57 GMT 2022","841","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Sat Jan 29 04:18:49 GMT 2022","Sat Jan 29 04:18:50 GMT 2022","1342","","SEO Friendly","","","","Have only one h1 element",""
