"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 09 04:20:48 GMT 2022","Sun Jan 09 04:22:50 GMT 2022","122626","","Link valid and working","","","","Links are valid and working",""
"passed","Sun Jan 09 04:19:58 GMT 2022","Sun Jan 09 04:20:28 GMT 2022","29736","","Performance with lighthouse","","","","Check the performance",""
"passed","Sun Jan 09 04:20:33 GMT 2022","Sun Jan 09 04:20:33 GMT 2022","504","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Sun Jan 09 04:20:43 GMT 2022","Sun Jan 09 04:20:43 GMT 2022","525","","SEO Friendly","","","","All canonicals are valid",""
"passed","Sun Jan 09 04:20:37 GMT 2022","Sun Jan 09 04:20:38 GMT 2022","862","","SEO Friendly","","","","Have only one h1 element",""
"passed","Sun Jan 09 04:19:46 GMT 2022","Sun Jan 09 04:19:47 GMT 2022","755","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sun Jan 09 04:20:42 GMT 2022","Sun Jan 09 04:20:42 GMT 2022","596","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Sun Jan 09 04:19:47 GMT 2022","Sun Jan 09 04:19:48 GMT 2022","1348","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sun Jan 09 04:19:53 GMT 2022","Sun Jan 09 04:19:54 GMT 2022","740","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sun Jan 09 04:20:39 GMT 2022","Sun Jan 09 04:20:40 GMT 2022","1419","","SEO Friendly","","","","All images have alt tags",""
"failed","Sun Jan 09 04:19:49 GMT 2022","Sun Jan 09 04:19:51 GMT 2022","2367","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sun Jan 09 04:20:41 GMT 2022","Sun Jan 09 04:20:42 GMT 2022","592","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Sun Jan 09 04:19:45 GMT 2022","Sun Jan 09 04:19:46 GMT 2022","1237","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Sun Jan 09 04:19:44 GMT 2022","Sun Jan 09 04:19:45 GMT 2022","1054","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sun Jan 09 04:20:38 GMT 2022","Sun Jan 09 04:20:39 GMT 2022","513","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Sun Jan 09 04:19:40 GMT 2022","Sun Jan 09 04:19:44 GMT 2022","3487","","Menu on top","","","","Show the menu on top",""
"passed","Sun Jan 09 04:20:32 GMT 2022","Sun Jan 09 04:20:33 GMT 2022","928","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sun Jan 09 04:20:43 GMT 2022","Sun Jan 09 04:20:44 GMT 2022","448","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Sun Jan 09 04:19:52 GMT 2022","Sun Jan 09 04:19:53 GMT 2022","1028","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Sun Jan 09 04:19:51 GMT 2022","Sun Jan 09 04:19:52 GMT 2022","1045","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
