"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 16 04:19:37 GMT 2021","Thu Dec 16 04:19:37 GMT 2021","329","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Dec 16 04:18:52 GMT 2021","Thu Dec 16 04:18:53 GMT 2021","932","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Dec 16 04:18:44 GMT 2021","Thu Dec 16 04:18:47 GMT 2021","2869","","Menu on top","","","","Show the menu on top",""
"passed","Thu Dec 16 04:19:29 GMT 2021","Thu Dec 16 04:19:30 GMT 2021","433","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Thu Dec 16 04:18:47 GMT 2021","Thu Dec 16 04:18:48 GMT 2021","868","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Dec 16 04:19:29 GMT 2021","Thu Dec 16 04:19:29 GMT 2021","693","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Thu Dec 16 04:19:36 GMT 2021","Thu Dec 16 04:19:36 GMT 2021","303","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Thu Dec 16 04:18:48 GMT 2021","Thu Dec 16 04:18:49 GMT 2021","618","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Dec 16 04:18:51 GMT 2021","Thu Dec 16 04:18:52 GMT 2021","573","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Thu Dec 16 04:18:50 GMT 2021","Thu Dec 16 04:18:51 GMT 2021","673","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Thu Dec 16 04:19:33 GMT 2021","Thu Dec 16 04:19:34 GMT 2021","711","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Dec 16 04:19:37 GMT 2021","Thu Dec 16 04:19:38 GMT 2021","374","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Dec 16 04:18:57 GMT 2021","Thu Dec 16 04:19:25 GMT 2021","27928","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Dec 16 04:18:49 GMT 2021","Thu Dec 16 04:18:49 GMT 2021","606","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Thu Dec 16 04:19:34 GMT 2021","Thu Dec 16 04:19:35 GMT 2021","377","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Thu Dec 16 04:18:49 GMT 2021","Thu Dec 16 04:18:50 GMT 2021","854","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Dec 16 04:18:51 GMT 2021","Thu Dec 16 04:18:51 GMT 2021","601","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Dec 16 04:19:35 GMT 2021","Thu Dec 16 04:19:36 GMT 2021","1064","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Dec 16 04:19:41 GMT 2021","Thu Dec 16 04:21:26 GMT 2021","105052","","Link valid and working","","","","Links are valid and working",""
"passed","Thu Dec 16 04:19:36 GMT 2021","Thu Dec 16 04:19:37 GMT 2021","458","","SEO Friendly","","","","Content is divided by multiple subheadings",""
