"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 24 04:20:21 GMT 2021","Fri Dec 24 04:20:22 GMT 2021","364","","SEO Friendly","","","","All canonicals are valid",""
"passed","Fri Dec 24 04:19:30 GMT 2021","Fri Dec 24 04:19:31 GMT 2021","662","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Dec 24 04:20:12 GMT 2021","Fri Dec 24 04:20:12 GMT 2021","419","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Fri Dec 24 04:19:29 GMT 2021","Fri Dec 24 04:19:30 GMT 2021","1032","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Fri Dec 24 04:20:17 GMT 2021","Fri Dec 24 04:20:18 GMT 2021","1040","","SEO Friendly","","","","Have only one h1 element",""
"failed","Fri Dec 24 04:19:26 GMT 2021","Fri Dec 24 04:19:27 GMT 2021","1124","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Fri Dec 24 04:19:31 GMT 2021","Fri Dec 24 04:19:32 GMT 2021","777","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Fri Dec 24 04:20:18 GMT 2021","Fri Dec 24 04:20:20 GMT 2021","1328","","SEO Friendly","","","","All images have alt tags",""
"passed","Fri Dec 24 04:20:20 GMT 2021","Fri Dec 24 04:20:20 GMT 2021","621","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Fri Dec 24 04:20:22 GMT 2021","Fri Dec 24 04:20:22 GMT 2021","405","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Fri Dec 24 04:20:26 GMT 2021","Fri Dec 24 04:21:54 GMT 2021","88025","","Link valid and working","","","","Links are valid and working",""
"passed","Fri Dec 24 04:19:27 GMT 2021","Fri Dec 24 04:19:27 GMT 2021","732","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Fri Dec 24 04:20:20 GMT 2021","Fri Dec 24 04:20:21 GMT 2021","635","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Fri Dec 24 04:19:37 GMT 2021","Fri Dec 24 04:20:05 GMT 2021","27812","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Dec 24 04:20:18 GMT 2021","Fri Dec 24 04:20:18 GMT 2021","494","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Fri Dec 24 04:19:28 GMT 2021","Fri Dec 24 04:19:29 GMT 2021","998","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Fri Dec 24 04:19:27 GMT 2021","Fri Dec 24 04:19:28 GMT 2021","775","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Fri Dec 24 04:19:32 GMT 2021","Fri Dec 24 04:19:33 GMT 2021","1224","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Dec 24 04:20:10 GMT 2021","Fri Dec 24 04:20:12 GMT 2021","2441","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Fri Dec 24 04:19:23 GMT 2021","Fri Dec 24 04:19:25 GMT 2021","1994","","Menu on top","","","","Show the menu on top",""
