"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 01 04:20:19 GMT 2022","Sat Jan 01 04:20:20 GMT 2022","813","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sat Jan 01 04:19:38 GMT 2022","Sat Jan 01 04:19:39 GMT 2022","762","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Sat Jan 01 04:21:56 GMT 2022","Sat Jan 01 04:23:50 GMT 2022","114828","","Link valid and working","","","","Links are valid and working",""
"passed","Sat Jan 01 04:19:39 GMT 2022","Sat Jan 01 04:19:39 GMT 2022","713","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Sat Jan 01 04:19:29 GMT 2022","Sat Jan 01 04:19:32 GMT 2022","3009","","Menu on top","","","","Show the menu on top",""
"passed","Sat Jan 01 04:19:37 GMT 2022","Sat Jan 01 04:19:38 GMT 2022","1136","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sat Jan 01 04:19:33 GMT 2022","Sat Jan 01 04:19:34 GMT 2022","745","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Sat Jan 01 04:20:28 GMT 2022","Sat Jan 01 04:21:49 GMT 2022","80592","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sat Jan 01 04:21:49 GMT 2022","Sat Jan 01 04:21:50 GMT 2022","804","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sat Jan 01 04:20:20 GMT 2022","Sat Jan 01 04:20:20 GMT 2022","444","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Sat Jan 01 04:19:35 GMT 2022","Sat Jan 01 04:19:37 GMT 2022","1434","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sat Jan 01 04:19:39 GMT 2022","Sat Jan 01 04:19:40 GMT 2022","834","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sat Jan 01 04:20:24 GMT 2022","Sat Jan 01 04:20:25 GMT 2022","879","","SEO Friendly","","","","Have only one h1 element",""
"passed","Sat Jan 01 04:19:44 GMT 2022","Sat Jan 01 04:20:15 GMT 2022","30196","","Performance with lighthouse","","","","Check the performance",""
"failed","Sat Jan 01 04:19:32 GMT 2022","Sat Jan 01 04:19:33 GMT 2022","1051","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sat Jan 01 04:20:26 GMT 2022","Sat Jan 01 04:20:27 GMT 2022","1458","","SEO Friendly","","","","All images have alt tags",""
"passed","Sat Jan 01 04:19:34 GMT 2022","Sat Jan 01 04:19:35 GMT 2022","948","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sat Jan 01 04:21:50 GMT 2022","Sat Jan 01 04:21:51 GMT 2022","461","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Sat Jan 01 04:21:50 GMT 2022","Sat Jan 01 04:21:50 GMT 2022","548","","SEO Friendly","","","","All canonicals are valid",""
"passed","Sat Jan 01 04:20:25 GMT 2022","Sat Jan 01 04:20:26 GMT 2022","462","","SEO Friendly","","","","Have at least 2 H2 elements",""
