"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 23 04:18:20 GMT 2022","Sun Jan 23 04:18:20 GMT 2022","383","","SEO Friendly","","","","All canonicals are valid",""
"failed","Sun Jan 23 04:17:32 GMT 2022","Sun Jan 23 04:17:33 GMT 2022","852","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sun Jan 23 04:18:19 GMT 2022","Sun Jan 23 04:18:19 GMT 2022","305","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sun Jan 23 04:18:19 GMT 2022","Sun Jan 23 04:18:20 GMT 2022","463","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sun Jan 23 04:17:42 GMT 2022","Sun Jan 23 04:18:08 GMT 2022","25735","","Performance with lighthouse","","","","Check the performance",""
"passed","Sun Jan 23 04:18:24 GMT 2022","Sun Jan 23 04:19:44 GMT 2022","79524","","Link valid and working","","","","Links are valid and working",""
"passed","Sun Jan 23 04:17:28 GMT 2022","Sun Jan 23 04:17:30 GMT 2022","1922","","Menu on top","","","","Show the menu on top",""
"passed","Sun Jan 23 04:18:11 GMT 2022","Sun Jan 23 04:18:12 GMT 2022","813","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sun Jan 23 04:18:20 GMT 2022","Sun Jan 23 04:18:21 GMT 2022","376","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Sun Jan 23 04:18:16 GMT 2022","Sun Jan 23 04:18:17 GMT 2022","698","","SEO Friendly","","","","Have only one h1 element",""
"failed","Sun Jan 23 04:17:36 GMT 2022","Sun Jan 23 04:17:37 GMT 2022","823","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Sun Jan 23 04:17:31 GMT 2022","Sun Jan 23 04:17:32 GMT 2022","1104","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Sun Jan 23 04:17:35 GMT 2022","Sun Jan 23 04:17:36 GMT 2022","903","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Sun Jan 23 04:17:37 GMT 2022","Sun Jan 23 04:17:38 GMT 2022","913","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sun Jan 23 04:18:12 GMT 2022","Sun Jan 23 04:18:13 GMT 2022","424","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Sun Jan 23 04:18:18 GMT 2022","Sun Jan 23 04:18:19 GMT 2022","1130","","SEO Friendly","","","","All images have alt tags",""
"failed","Sun Jan 23 04:17:33 GMT 2022","Sun Jan 23 04:17:34 GMT 2022","909","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sun Jan 23 04:18:17 GMT 2022","Sun Jan 23 04:18:18 GMT 2022","417","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Sun Jan 23 04:17:32 GMT 2022","Sun Jan 23 04:17:32 GMT 2022","783","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Sun Jan 23 04:17:34 GMT 2022","Sun Jan 23 04:17:35 GMT 2022","961","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
