"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 27 04:18:42 GMT 2022","Thu Jan 27 04:18:42 GMT 2022","434","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Thu Jan 27 04:17:44 GMT 2022","Thu Jan 27 04:17:45 GMT 2022","870","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Thu Jan 27 04:17:47 GMT 2022","Thu Jan 27 04:17:49 GMT 2022","2270","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Jan 27 04:18:35 GMT 2022","Thu Jan 27 04:18:35 GMT 2022","366","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Thu Jan 27 04:17:40 GMT 2022","Thu Jan 27 04:17:41 GMT 2022","1231","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Jan 27 04:18:39 GMT 2022","Thu Jan 27 04:18:40 GMT 2022","759","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Jan 27 04:18:42 GMT 2022","Thu Jan 27 04:18:43 GMT 2022","372","","SEO Friendly","","","","All canonicals are valid",""
"failed","Thu Jan 27 04:17:45 GMT 2022","Thu Jan 27 04:17:46 GMT 2022","968","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Jan 27 04:18:47 GMT 2022","Thu Jan 27 04:20:50 GMT 2022","123167","","Link valid and working","","","","Links are valid and working",""
"failed","Thu Jan 27 04:17:42 GMT 2022","Thu Jan 27 04:17:43 GMT 2022","882","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Thu Jan 27 04:17:46 GMT 2022","Thu Jan 27 04:17:47 GMT 2022","994","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Thu Jan 27 04:18:32 GMT 2022","Thu Jan 27 04:18:35 GMT 2022","3134","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Thu Jan 27 04:17:42 GMT 2022","Thu Jan 27 04:17:42 GMT 2022","921","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Jan 27 04:18:40 GMT 2022","Thu Jan 27 04:18:40 GMT 2022","478","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Jan 27 04:18:43 GMT 2022","Thu Jan 27 04:18:43 GMT 2022","376","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Jan 27 04:17:54 GMT 2022","Thu Jan 27 04:18:28 GMT 2022","33461","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Jan 27 04:18:40 GMT 2022","Thu Jan 27 04:18:41 GMT 2022","1023","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Jan 27 04:17:38 GMT 2022","Thu Jan 27 04:17:40 GMT 2022","1981","","Menu on top","","","","Show the menu on top",""
"failed","Thu Jan 27 04:17:43 GMT 2022","Thu Jan 27 04:17:44 GMT 2022","920","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Jan 27 04:18:41 GMT 2022","Thu Jan 27 04:18:42 GMT 2022","375","","SEO Friendly","","","","Have one heading with a title and meta description",""
