"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 28 04:20:06 GMT 2021","Tue Dec 28 04:20:06 GMT 2021","390","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Tue Dec 28 04:20:11 GMT 2021","Tue Dec 28 04:20:11 GMT 2021","387","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Tue Dec 28 04:19:28 GMT 2021","Tue Dec 28 04:19:28 GMT 2021","603","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Tue Dec 28 04:20:13 GMT 2021","Tue Dec 28 04:20:13 GMT 2021","446","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Tue Dec 28 04:19:30 GMT 2021","Tue Dec 28 04:19:31 GMT 2021","596","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Tue Dec 28 04:19:29 GMT 2021","Tue Dec 28 04:19:30 GMT 2021","659","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Tue Dec 28 04:20:10 GMT 2021","Tue Dec 28 04:20:11 GMT 2021","810","","SEO Friendly","","","","Have only one h1 element",""
"passed","Tue Dec 28 04:19:31 GMT 2021","Tue Dec 28 04:19:31 GMT 2021","564","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Tue Dec 28 04:20:12 GMT 2021","Tue Dec 28 04:20:13 GMT 2021","327","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Tue Dec 28 04:20:13 GMT 2021","Tue Dec 28 04:20:14 GMT 2021","420","","SEO Friendly","","","","All canonicals are valid",""
"passed","Tue Dec 28 04:19:27 GMT 2021","Tue Dec 28 04:19:28 GMT 2021","626","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Tue Dec 28 04:19:26 GMT 2021","Tue Dec 28 04:19:27 GMT 2021","1007","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Tue Dec 28 04:19:28 GMT 2021","Tue Dec 28 04:19:29 GMT 2021","950","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Tue Dec 28 04:20:18 GMT 2021","Tue Dec 28 04:21:59 GMT 2021","100959","","Link valid and working","","","","Links are valid and working",""
"passed","Tue Dec 28 04:20:14 GMT 2021","Tue Dec 28 04:20:14 GMT 2021","325","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Tue Dec 28 04:19:24 GMT 2021","Tue Dec 28 04:19:26 GMT 2021","1915","","Menu on top","","","","Show the menu on top",""
"passed","Tue Dec 28 04:19:36 GMT 2021","Tue Dec 28 04:20:01 GMT 2021","25594","","Performance with lighthouse","","","","Check the performance",""
"passed","Tue Dec 28 04:20:05 GMT 2021","Tue Dec 28 04:20:06 GMT 2021","794","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Tue Dec 28 04:19:31 GMT 2021","Tue Dec 28 04:19:32 GMT 2021","611","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Tue Dec 28 04:20:11 GMT 2021","Tue Dec 28 04:20:12 GMT 2021","1104","","SEO Friendly","","","","All images have alt tags",""
