"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 21 04:20:36 GMT 2021","Tue Dec 21 04:20:37 GMT 2021","420","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Tue Dec 21 04:20:38 GMT 2021","Tue Dec 21 04:20:38 GMT 2021","318","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Tue Dec 21 04:19:35 GMT 2021","Tue Dec 21 04:19:36 GMT 2021","613","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Tue Dec 21 04:19:30 GMT 2021","Tue Dec 21 04:19:32 GMT 2021","1827","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Tue Dec 21 04:20:29 GMT 2021","Tue Dec 21 04:20:29 GMT 2021","345","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Tue Dec 21 04:20:33 GMT 2021","Tue Dec 21 04:20:35 GMT 2021","1981","","SEO Friendly","","","","Have only one h1 element",""
"passed","Tue Dec 21 04:19:29 GMT 2021","Tue Dec 21 04:19:30 GMT 2021","1156","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Tue Dec 21 04:19:25 GMT 2021","Tue Dec 21 04:19:29 GMT 2021","4289","","Menu on top","","","","Show the menu on top",""
"passed","Tue Dec 21 04:20:37 GMT 2021","Tue Dec 21 04:20:37 GMT 2021","441","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Tue Dec 21 04:19:32 GMT 2021","Tue Dec 21 04:19:33 GMT 2021","623","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Tue Dec 21 04:20:27 GMT 2021","Tue Dec 21 04:20:29 GMT 2021","2067","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Tue Dec 21 04:19:36 GMT 2021","Tue Dec 21 04:19:38 GMT 2021","1835","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"failed","Tue Dec 21 04:19:33 GMT 2021","Tue Dec 21 04:19:34 GMT 2021","960","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Tue Dec 21 04:20:35 GMT 2021","Tue Dec 21 04:20:36 GMT 2021","1063","","SEO Friendly","","","","All images have alt tags",""
"passed","Tue Dec 21 04:20:41 GMT 2021","Tue Dec 21 04:24:36 GMT 2021","234286","","Link valid and working","","","","Links are valid and working",""
"passed","Tue Dec 21 04:20:37 GMT 2021","Tue Dec 21 04:20:38 GMT 2021","312","","SEO Friendly","","","","All canonicals are valid",""
"passed","Tue Dec 21 04:19:34 GMT 2021","Tue Dec 21 04:19:35 GMT 2021","672","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Tue Dec 21 04:20:35 GMT 2021","Tue Dec 21 04:20:35 GMT 2021","367","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Tue Dec 21 04:19:41 GMT 2021","Tue Dec 21 04:20:23 GMT 2021","41513","","Performance with lighthouse","","","","Check the performance",""
"passed","Tue Dec 21 04:19:34 GMT 2021","Tue Dec 21 04:19:34 GMT 2021","605","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
