"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 14 04:19:26 GMT 2021","Tue Dec 14 04:19:26 GMT 2021","420","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Tue Dec 14 04:18:45 GMT 2021","Tue Dec 14 04:18:46 GMT 2021","597","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Tue Dec 14 04:18:42 GMT 2021","Tue Dec 14 04:18:43 GMT 2021","694","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Tue Dec 14 04:19:28 GMT 2021","Tue Dec 14 04:19:29 GMT 2021","373","","SEO Friendly","","","","All canonicals are valid",""
"passed","Tue Dec 14 04:18:39 GMT 2021","Tue Dec 14 04:18:41 GMT 2021","2157","","Menu on top","","","","Show the menu on top",""
"passed","Tue Dec 14 04:18:45 GMT 2021","Tue Dec 14 04:18:45 GMT 2021","597","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Tue Dec 14 04:19:29 GMT 2021","Tue Dec 14 04:19:29 GMT 2021","385","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Tue Dec 14 04:19:25 GMT 2021","Tue Dec 14 04:19:26 GMT 2021","947","","SEO Friendly","","","","Have only one h1 element",""
"passed","Tue Dec 14 04:18:41 GMT 2021","Tue Dec 14 04:18:42 GMT 2021","827","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Tue Dec 14 04:18:43 GMT 2021","Tue Dec 14 04:18:43 GMT 2021","609","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Tue Dec 14 04:18:50 GMT 2021","Tue Dec 14 04:19:16 GMT 2021","26038","","Performance with lighthouse","","","","Check the performance",""
"passed","Tue Dec 14 04:18:43 GMT 2021","Tue Dec 14 04:18:44 GMT 2021","710","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Tue Dec 14 04:19:21 GMT 2021","Tue Dec 14 04:19:21 GMT 2021","427","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Tue Dec 14 04:19:20 GMT 2021","Tue Dec 14 04:19:21 GMT 2021","746","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Tue Dec 14 04:19:28 GMT 2021","Tue Dec 14 04:19:28 GMT 2021","523","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Tue Dec 14 04:18:46 GMT 2021","Tue Dec 14 04:18:46 GMT 2021","583","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Tue Dec 14 04:19:32 GMT 2021","Tue Dec 14 04:20:43 GMT 2021","70869","","Link valid and working","","","","Links are valid and working",""
"passed","Tue Dec 14 04:19:26 GMT 2021","Tue Dec 14 04:19:27 GMT 2021","1000","","SEO Friendly","","","","All images have alt tags",""
"passed","Tue Dec 14 04:19:27 GMT 2021","Tue Dec 14 04:19:28 GMT 2021","339","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Tue Dec 14 04:18:44 GMT 2021","Tue Dec 14 04:18:45 GMT 2021","657","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
