"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 07 04:20:29 GMT 2022","Fri Jan 07 04:20:29 GMT 2022","370","","SEO Friendly","","","","All canonicals are valid",""
"passed","Fri Jan 07 04:19:49 GMT 2022","Fri Jan 07 04:20:16 GMT 2022","27082","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Jan 07 04:20:20 GMT 2022","Fri Jan 07 04:20:21 GMT 2022","1106","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Fri Jan 07 04:19:43 GMT 2022","Fri Jan 07 04:19:43 GMT 2022","637","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Jan 07 04:19:37 GMT 2022","Fri Jan 07 04:19:38 GMT 2022","618","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Fri Jan 07 04:19:33 GMT 2022","Fri Jan 07 04:19:36 GMT 2022","3566","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Fri Jan 07 04:19:39 GMT 2022","Fri Jan 07 04:19:41 GMT 2022","2168","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Fri Jan 07 04:19:38 GMT 2022","Fri Jan 07 04:19:39 GMT 2022","808","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Fri Jan 07 04:20:28 GMT 2022","Fri Jan 07 04:20:29 GMT 2022","531","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Fri Jan 07 04:20:28 GMT 2022","Fri Jan 07 04:20:28 GMT 2022","330","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Fri Jan 07 04:20:26 GMT 2022","Fri Jan 07 04:20:27 GMT 2022","433","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Fri Jan 07 04:20:29 GMT 2022","Fri Jan 07 04:20:30 GMT 2022","556","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Fri Jan 07 04:19:41 GMT 2022","Fri Jan 07 04:19:42 GMT 2022","836","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Jan 07 04:20:34 GMT 2022","Fri Jan 07 04:23:00 GMT 2022","145801","","Link valid and working","","","","Links are valid and working",""
"passed","Fri Jan 07 04:20:27 GMT 2022","Fri Jan 07 04:20:28 GMT 2022","1102","","SEO Friendly","","","","All images have alt tags",""
"failed","Fri Jan 07 04:19:30 GMT 2022","Fri Jan 07 04:19:33 GMT 2022","2472","","Menu on top","","","","Show the menu on top",""
"failed","Fri Jan 07 04:19:36 GMT 2022","Fri Jan 07 04:19:37 GMT 2022","781","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Fri Jan 07 04:20:21 GMT 2022","Fri Jan 07 04:20:21 GMT 2022","387","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Fri Jan 07 04:20:25 GMT 2022","Fri Jan 07 04:20:26 GMT 2022","875","","SEO Friendly","","","","Have only one h1 element",""
"failed","Fri Jan 07 04:19:42 GMT 2022","Fri Jan 07 04:19:43 GMT 2022","841","","Menu on top","","","","Show the submenu on Poker (example #7)",""
