"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 30 04:20:42 GMT 2021","Thu Dec 30 04:20:45 GMT 2021","3086","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Thu Dec 30 04:19:55 GMT 2021","Thu Dec 30 04:19:56 GMT 2021","1163","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Dec 30 04:19:54 GMT 2021","Thu Dec 30 04:19:55 GMT 2021","823","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Thu Dec 30 04:19:56 GMT 2021","Thu Dec 30 04:19:58 GMT 2021","1272","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Thu Dec 30 04:20:56 GMT 2021","Thu Dec 30 04:20:57 GMT 2021","447","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Dec 30 04:20:00 GMT 2021","Thu Dec 30 04:20:01 GMT 2021","847","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Dec 30 04:19:59 GMT 2021","Thu Dec 30 04:20:00 GMT 2021","828","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Thu Dec 30 04:19:58 GMT 2021","Thu Dec 30 04:19:59 GMT 2021","1147","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Dec 30 04:20:57 GMT 2021","Thu Dec 30 04:20:57 GMT 2021","443","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Thu Dec 30 04:19:52 GMT 2021","Thu Dec 30 04:19:53 GMT 2021","1371","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Dec 30 04:20:56 GMT 2021","Thu Dec 30 04:20:56 GMT 2021","717","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Thu Dec 30 04:20:51 GMT 2021","Thu Dec 30 04:20:52 GMT 2021","983","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Dec 30 04:20:45 GMT 2021","Thu Dec 30 04:20:46 GMT 2021","491","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Thu Dec 30 04:19:49 GMT 2021","Thu Dec 30 04:19:52 GMT 2021","2762","","Menu on top","","","","Show the menu on top",""
"passed","Thu Dec 30 04:20:06 GMT 2021","Thu Dec 30 04:20:37 GMT 2021","31280","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Dec 30 04:20:55 GMT 2021","Thu Dec 30 04:20:56 GMT 2021","422","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Thu Dec 30 04:21:02 GMT 2021","Thu Dec 30 04:22:23 GMT 2021","80536","","Link valid and working","","","","Links are valid and working",""
"passed","Thu Dec 30 04:20:52 GMT 2021","Thu Dec 30 04:20:54 GMT 2021","1499","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Dec 30 04:20:52 GMT 2021","Thu Dec 30 04:20:52 GMT 2021","599","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Dec 30 04:19:54 GMT 2021","Thu Dec 30 04:19:54 GMT 2021","873","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
