"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 22 04:20:02 GMT 2021","Wed Dec 22 04:20:03 GMT 2021","756","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Wed Dec 22 04:19:59 GMT 2021","Wed Dec 22 04:20:00 GMT 2021","739","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Wed Dec 22 04:20:04 GMT 2021","Wed Dec 22 04:20:05 GMT 2021","768","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Wed Dec 22 04:20:56 GMT 2021","Wed Dec 22 04:20:57 GMT 2021","512","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Wed Dec 22 04:20:49 GMT 2021","Wed Dec 22 04:20:49 GMT 2021","470","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Wed Dec 22 04:20:09 GMT 2021","Wed Dec 22 04:20:43 GMT 2021","33974","","Performance with lighthouse","","","","Check the performance",""
"passed","Wed Dec 22 04:20:48 GMT 2021","Wed Dec 22 04:20:49 GMT 2021","802","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Wed Dec 22 04:20:56 GMT 2021","Wed Dec 22 04:20:56 GMT 2021","380","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Wed Dec 22 04:19:58 GMT 2021","Wed Dec 22 04:19:58 GMT 2021","690","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Wed Dec 22 04:21:02 GMT 2021","Wed Dec 22 04:24:10 GMT 2021","187787","","Link valid and working","","","","Links are valid and working",""
"passed","Wed Dec 22 04:19:58 GMT 2021","Wed Dec 22 04:19:59 GMT 2021","872","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Wed Dec 22 04:20:00 GMT 2021","Wed Dec 22 04:20:01 GMT 2021","1130","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Wed Dec 22 04:20:03 GMT 2021","Wed Dec 22 04:20:04 GMT 2021","940","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Wed Dec 22 04:20:01 GMT 2021","Wed Dec 22 04:20:02 GMT 2021","798","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Wed Dec 22 04:20:53 GMT 2021","Wed Dec 22 04:20:54 GMT 2021","854","","SEO Friendly","","","","Have only one h1 element",""
"passed","Wed Dec 22 04:20:57 GMT 2021","Wed Dec 22 04:20:57 GMT 2021","399","","SEO Friendly","","","","All canonicals are valid",""
"passed","Wed Dec 22 04:19:48 GMT 2021","Wed Dec 22 04:19:58 GMT 2021","10095","","Menu on top","","","","Show the menu on top",""
"passed","Wed Dec 22 04:20:54 GMT 2021","Wed Dec 22 04:20:55 GMT 2021","468","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Wed Dec 22 04:20:58 GMT 2021","Wed Dec 22 04:20:58 GMT 2021","381","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Wed Dec 22 04:20:55 GMT 2021","Wed Dec 22 04:20:56 GMT 2021","1200","","SEO Friendly","","","","All images have alt tags",""
