"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 30 04:18:37 GMT 2022","Sun Jan 30 04:18:38 GMT 2022","335","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Sun Jan 30 04:17:35 GMT 2022","Sun Jan 30 04:17:36 GMT 2022","820","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Sun Jan 30 04:17:40 GMT 2022","Sun Jan 30 04:17:41 GMT 2022","875","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"failed","Sun Jan 30 04:17:39 GMT 2022","Sun Jan 30 04:17:40 GMT 2022","941","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Sun Jan 30 04:17:28 GMT 2022","Sun Jan 30 04:17:32 GMT 2022","3836","","Menu on top","","","","Show the menu on top",""
"passed","Sun Jan 30 04:18:41 GMT 2022","Sun Jan 30 04:20:44 GMT 2022","122427","","Link valid and working","","","","Links are valid and working",""
"passed","Sun Jan 30 04:18:23 GMT 2022","Sun Jan 30 04:18:27 GMT 2022","3313","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sun Jan 30 04:18:37 GMT 2022","Sun Jan 30 04:18:37 GMT 2022","321","","SEO Friendly","","","","All canonicals are valid",""
"passed","Sun Jan 30 04:18:27 GMT 2022","Sun Jan 30 04:18:27 GMT 2022","346","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Sun Jan 30 04:17:37 GMT 2022","Sun Jan 30 04:17:38 GMT 2022","866","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sun Jan 30 04:18:36 GMT 2022","Sun Jan 30 04:18:36 GMT 2022","319","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sun Jan 30 04:18:34 GMT 2022","Sun Jan 30 04:18:35 GMT 2022","357","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Sun Jan 30 04:17:32 GMT 2022","Sun Jan 30 04:17:33 GMT 2022","863","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sun Jan 30 04:17:45 GMT 2022","Sun Jan 30 04:18:19 GMT 2022","34756","","Performance with lighthouse","","","","Check the performance",""
"passed","Sun Jan 30 04:18:36 GMT 2022","Sun Jan 30 04:18:37 GMT 2022","514","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Sun Jan 30 04:17:38 GMT 2022","Sun Jan 30 04:17:39 GMT 2022","865","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Sun Jan 30 04:17:36 GMT 2022","Sun Jan 30 04:17:37 GMT 2022","962","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sun Jan 30 04:18:35 GMT 2022","Sun Jan 30 04:18:36 GMT 2022","1133","","SEO Friendly","","","","All images have alt tags",""
"passed","Sun Jan 30 04:18:31 GMT 2022","Sun Jan 30 04:18:34 GMT 2022","3363","","SEO Friendly","","","","Have only one h1 element",""
"failed","Sun Jan 30 04:17:33 GMT 2022","Sun Jan 30 04:17:35 GMT 2022","2346","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
