"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 06 04:20:37 GMT 2022","Thu Jan 06 04:20:39 GMT 2022","1227","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Thu Jan 06 04:20:53 GMT 2022","Thu Jan 06 04:21:49 GMT 2022","56054","","Link valid and working","","","","Links are valid and working",""
"failed","Thu Jan 06 04:19:46 GMT 2022","Thu Jan 06 04:19:49 GMT 2022","2502","","Menu on top","","","","Show the menu on top",""
"passed","Thu Jan 06 04:20:48 GMT 2022","Thu Jan 06 04:20:49 GMT 2022","359","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Jan 06 04:19:51 GMT 2022","Thu Jan 06 04:19:51 GMT 2022","645","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Thu Jan 06 04:19:53 GMT 2022","Thu Jan 06 04:19:54 GMT 2022","1015","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Jan 06 04:20:44 GMT 2022","Thu Jan 06 04:20:45 GMT 2022","930","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Jan 06 04:20:45 GMT 2022","Thu Jan 06 04:20:46 GMT 2022","424","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Jan 06 04:20:47 GMT 2022","Thu Jan 06 04:20:48 GMT 2022","352","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Thu Jan 06 04:19:49 GMT 2022","Thu Jan 06 04:19:50 GMT 2022","994","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Jan 06 04:20:01 GMT 2022","Thu Jan 06 04:20:33 GMT 2022","31724","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Jan 06 04:20:39 GMT 2022","Thu Jan 06 04:20:40 GMT 2022","1541","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Thu Jan 06 04:19:50 GMT 2022","Thu Jan 06 04:19:51 GMT 2022","925","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Jan 06 04:20:48 GMT 2022","Thu Jan 06 04:20:48 GMT 2022","600","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Thu Jan 06 04:19:51 GMT 2022","Thu Jan 06 04:19:53 GMT 2022","1110","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Jan 06 04:20:49 GMT 2022","Thu Jan 06 04:20:49 GMT 2022","405","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Jan 06 04:19:55 GMT 2022","Thu Jan 06 04:19:56 GMT 2022","948","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Jan 06 04:20:46 GMT 2022","Thu Jan 06 04:20:47 GMT 2022","1177","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Jan 06 04:19:53 GMT 2022","Thu Jan 06 04:19:53 GMT 2022","694","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Thu Jan 06 04:19:54 GMT 2022","Thu Jan 06 04:19:55 GMT 2022","1005","","Menu on top","","","","Show the submenu on Poker (example #7)",""
