"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 31 04:19:14 GMT 2022","Mon Jan 31 04:21:42 GMT 2022","147552","","Link valid and working","","","","Links are valid and working",""
"passed","Mon Jan 31 04:19:04 GMT 2022","Mon Jan 31 04:19:07 GMT 2022","2737","","SEO Friendly","","","","Have only one h1 element",""
"failed","Mon Jan 31 04:18:01 GMT 2022","Mon Jan 31 04:18:02 GMT 2022","1063","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Mon Jan 31 04:18:03 GMT 2022","Mon Jan 31 04:18:04 GMT 2022","1031","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Mon Jan 31 04:17:59 GMT 2022","Mon Jan 31 04:18:00 GMT 2022","950","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Mon Jan 31 04:18:05 GMT 2022","Mon Jan 31 04:18:06 GMT 2022","1445","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Mon Jan 31 04:17:55 GMT 2022","Mon Jan 31 04:17:58 GMT 2022","2943","","Menu on top","","","","Show the menu on top",""
"passed","Mon Jan 31 04:19:07 GMT 2022","Mon Jan 31 04:19:08 GMT 2022","1099","","SEO Friendly","","","","All images have alt tags",""
"failed","Mon Jan 31 04:18:04 GMT 2022","Mon Jan 31 04:18:05 GMT 2022","1192","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Mon Jan 31 04:19:09 GMT 2022","Mon Jan 31 04:19:09 GMT 2022","400","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Mon Jan 31 04:19:09 GMT 2022","Mon Jan 31 04:19:10 GMT 2022","507","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Mon Jan 31 04:17:58 GMT 2022","Mon Jan 31 04:17:58 GMT 2022","829","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Mon Jan 31 04:19:10 GMT 2022","Mon Jan 31 04:19:10 GMT 2022","424","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Mon Jan 31 04:18:55 GMT 2022","Mon Jan 31 04:19:00 GMT 2022","4432","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Mon Jan 31 04:19:00 GMT 2022","Mon Jan 31 04:19:00 GMT 2022","395","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Mon Jan 31 04:18:00 GMT 2022","Mon Jan 31 04:18:00 GMT 2022","936","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Mon Jan 31 04:18:10 GMT 2022","Mon Jan 31 04:18:51 GMT 2022","41035","","Performance with lighthouse","","","","Check the performance",""
"failed","Mon Jan 31 04:18:02 GMT 2022","Mon Jan 31 04:18:03 GMT 2022","915","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Mon Jan 31 04:19:10 GMT 2022","Mon Jan 31 04:19:10 GMT 2022","340","","SEO Friendly","","","","All canonicals are valid",""
"passed","Mon Jan 31 04:19:07 GMT 2022","Mon Jan 31 04:19:07 GMT 2022","382","","SEO Friendly","","","","Have at least 2 H2 elements",""
