"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 02 04:18:14 GMT 2022","Wed Feb 02 04:19:34 GMT 2022","80505","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Wed Feb 02 04:18:05 GMT 2022","Wed Feb 02 04:18:06 GMT 2022","737","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Wed Feb 02 04:17:33 GMT 2022","Wed Feb 02 04:18:01 GMT 2022","28530","","Performance with lighthouse","","","","Check the performance",""
"passed","Wed Feb 02 04:18:11 GMT 2022","Wed Feb 02 04:18:12 GMT 2022","1293","","SEO Friendly","","","","Have only one h1 element",""
"failed","Wed Feb 02 04:17:26 GMT 2022","Wed Feb 02 04:17:26 GMT 2022","797","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Wed Feb 02 04:17:24 GMT 2022","Wed Feb 02 04:17:25 GMT 2022","950","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Wed Feb 02 04:17:27 GMT 2022","Wed Feb 02 04:17:29 GMT 2022","1675","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Wed Feb 02 04:18:06 GMT 2022","Wed Feb 02 04:18:07 GMT 2022","909","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Wed Feb 02 04:19:34 GMT 2022","Wed Feb 02 04:19:35 GMT 2022","742","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Wed Feb 02 04:19:35 GMT 2022","Wed Feb 02 04:19:36 GMT 2022","508","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Wed Feb 02 04:17:26 GMT 2022","Wed Feb 02 04:17:27 GMT 2022","995","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Wed Feb 02 04:17:22 GMT 2022","Wed Feb 02 04:17:23 GMT 2022","826","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Wed Feb 02 04:17:21 GMT 2022","Wed Feb 02 04:17:22 GMT 2022","1104","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Wed Feb 02 04:17:19 GMT 2022","Wed Feb 02 04:17:21 GMT 2022","2170","","Menu on top","","","","Show the menu on top",""
"failed","Wed Feb 02 04:17:25 GMT 2022","Wed Feb 02 04:17:26 GMT 2022","847","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Wed Feb 02 04:17:23 GMT 2022","Wed Feb 02 04:17:24 GMT 2022","838","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Wed Feb 02 04:18:12 GMT 2022","Wed Feb 02 04:18:14 GMT 2022","1064","","SEO Friendly","","","","All images have alt tags",""
"passed","Wed Feb 02 04:18:12 GMT 2022","Wed Feb 02 04:18:12 GMT 2022","378","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Wed Feb 02 04:19:35 GMT 2022","Wed Feb 02 04:19:35 GMT 2022","390","","SEO Friendly","","","","All canonicals are valid",""
"passed","Wed Feb 02 04:19:40 GMT 2022","Wed Feb 02 04:21:53 GMT 2022","132636","","Link valid and working","","","","Links are valid and working",""
