"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 22 04:18:12 GMT 2022","Sat Jan 22 04:18:13 GMT 2022","1172","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sat Jan 22 04:19:09 GMT 2022","Sat Jan 22 04:19:10 GMT 2022","748","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sat Jan 22 04:18:00 GMT 2022","Sat Jan 22 04:18:04 GMT 2022","3699","","Menu on top","","","","Show the menu on top",""
"passed","Sat Jan 22 04:19:04 GMT 2022","Sat Jan 22 04:19:05 GMT 2022","1040","","SEO Friendly","","","","Have only one h1 element",""
"passed","Sat Jan 22 04:19:06 GMT 2022","Sat Jan 22 04:19:08 GMT 2022","1475","","SEO Friendly","","","","All images have alt tags",""
"failed","Sat Jan 22 04:18:09 GMT 2022","Sat Jan 22 04:18:10 GMT 2022","1178","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sat Jan 22 04:18:59 GMT 2022","Sat Jan 22 04:19:00 GMT 2022","476","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Sat Jan 22 04:18:18 GMT 2022","Sat Jan 22 04:18:53 GMT 2022","34865","","Performance with lighthouse","","","","Check the performance",""
"passed","Sat Jan 22 04:18:58 GMT 2022","Sat Jan 22 04:18:59 GMT 2022","971","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Sat Jan 22 04:19:05 GMT 2022","Sat Jan 22 04:19:06 GMT 2022","932","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Sat Jan 22 04:19:11 GMT 2022","Sat Jan 22 04:19:11 GMT 2022","443","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Sat Jan 22 04:19:10 GMT 2022","Sat Jan 22 04:19:11 GMT 2022","448","","SEO Friendly","","","","All canonicals are valid",""
"failed","Sat Jan 22 04:18:06 GMT 2022","Sat Jan 22 04:18:08 GMT 2022","1088","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Sat Jan 22 04:18:05 GMT 2022","Sat Jan 22 04:18:06 GMT 2022","1148","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Sat Jan 22 04:19:16 GMT 2022","Sat Jan 22 04:21:29 GMT 2022","133309","","Link valid and working","","","","Links are valid and working",""
"failed","Sat Jan 22 04:18:04 GMT 2022","Sat Jan 22 04:18:05 GMT 2022","1150","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Sat Jan 22 04:18:08 GMT 2022","Sat Jan 22 04:18:09 GMT 2022","1144","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Sat Jan 22 04:18:11 GMT 2022","Sat Jan 22 04:18:12 GMT 2022","1031","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Sat Jan 22 04:18:10 GMT 2022","Sat Jan 22 04:18:11 GMT 2022","1200","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Sat Jan 22 04:19:10 GMT 2022","Sat Jan 22 04:19:10 GMT 2022","611","","SEO Friendly","","","","Content is divided by multiple subheadings",""
