"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 20 04:18:47 GMT 2022","Thu Jan 20 04:18:48 GMT 2022","431","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Jan 20 04:17:55 GMT 2022","Thu Jan 20 04:17:56 GMT 2022","1008","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Jan 20 04:18:52 GMT 2022","Thu Jan 20 04:20:55 GMT 2022","122749","","Link valid and working","","","","Links are valid and working",""
"passed","Thu Jan 20 04:18:46 GMT 2022","Thu Jan 20 04:18:47 GMT 2022","341","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Thu Jan 20 04:17:56 GMT 2022","Thu Jan 20 04:17:57 GMT 2022","658","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Jan 20 04:17:51 GMT 2022","Thu Jan 20 04:17:52 GMT 2022","912","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Jan 20 04:18:45 GMT 2022","Thu Jan 20 04:18:45 GMT 2022","457","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Jan 20 04:18:45 GMT 2022","Thu Jan 20 04:18:46 GMT 2022","1018","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Jan 20 04:17:52 GMT 2022","Thu Jan 20 04:17:53 GMT 2022","634","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Thu Jan 20 04:18:48 GMT 2022","Thu Jan 20 04:18:48 GMT 2022","307","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Jan 20 04:17:52 GMT 2022","Thu Jan 20 04:17:52 GMT 2022","650","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Jan 20 04:17:56 GMT 2022","Thu Jan 20 04:17:56 GMT 2022","666","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Thu Jan 20 04:17:53 GMT 2022","Thu Jan 20 04:17:54 GMT 2022","852","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Jan 20 04:18:47 GMT 2022","Thu Jan 20 04:18:47 GMT 2022","564","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Thu Jan 20 04:18:43 GMT 2022","Thu Jan 20 04:18:45 GMT 2022","1342","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Jan 20 04:17:54 GMT 2022","Thu Jan 20 04:17:54 GMT 2022","707","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Thu Jan 20 04:18:39 GMT 2022","Thu Jan 20 04:18:40 GMT 2022","376","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Thu Jan 20 04:18:38 GMT 2022","Thu Jan 20 04:18:39 GMT 2022","1477","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Thu Jan 20 04:18:01 GMT 2022","Thu Jan 20 04:18:34 GMT 2022","32999","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Jan 20 04:17:47 GMT 2022","Thu Jan 20 04:17:51 GMT 2022","3571","","Menu on top","","","","Show the menu on top",""
