"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 17 04:20:33 GMT 2021","Fri Dec 17 04:24:03 GMT 2021","209860","","Link valid and working","","","","Links are valid and working",""
"passed","Fri Dec 17 04:19:13 GMT 2021","Fri Dec 17 04:19:17 GMT 2021","3953","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Fri Dec 17 04:20:21 GMT 2021","Fri Dec 17 04:20:21 GMT 2021","370","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Fri Dec 17 04:19:04 GMT 2021","Fri Dec 17 04:19:13 GMT 2021","8704","","Menu on top","","","","Show the menu on top",""
"passed","Fri Dec 17 04:19:22 GMT 2021","Fri Dec 17 04:19:23 GMT 2021","702","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Fri Dec 17 04:20:26 GMT 2021","Fri Dec 17 04:20:27 GMT 2021","376","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Fri Dec 17 04:19:23 GMT 2021","Fri Dec 17 04:19:24 GMT 2021","642","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Dec 17 04:20:29 GMT 2021","Fri Dec 17 04:20:29 GMT 2021","368","","SEO Friendly","","","","All canonicals are valid",""
"passed","Fri Dec 17 04:20:28 GMT 2021","Fri Dec 17 04:20:28 GMT 2021","398","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Fri Dec 17 04:19:29 GMT 2021","Fri Dec 17 04:20:15 GMT 2021","45067","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Dec 17 04:20:25 GMT 2021","Fri Dec 17 04:20:26 GMT 2021","1380","","SEO Friendly","","","","Have only one h1 element",""
"failed","Fri Dec 17 04:19:21 GMT 2021","Fri Dec 17 04:19:22 GMT 2021","1544","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Fri Dec 17 04:20:29 GMT 2021","Fri Dec 17 04:20:30 GMT 2021","332","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Fri Dec 17 04:19:25 GMT 2021","Fri Dec 17 04:19:26 GMT 2021","780","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Dec 17 04:20:27 GMT 2021","Fri Dec 17 04:20:28 GMT 2021","1003","","SEO Friendly","","","","All images have alt tags",""
"passed","Fri Dec 17 04:20:28 GMT 2021","Fri Dec 17 04:20:29 GMT 2021","456","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Fri Dec 17 04:19:19 GMT 2021","Fri Dec 17 04:19:21 GMT 2021","1502","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Fri Dec 17 04:20:19 GMT 2021","Fri Dec 17 04:20:21 GMT 2021","2079","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Fri Dec 17 04:19:24 GMT 2021","Fri Dec 17 04:19:25 GMT 2021","1207","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Fri Dec 17 04:19:17 GMT 2021","Fri Dec 17 04:19:19 GMT 2021","2042","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
