"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 09 04:20:12 GMT 2022","Wed Feb 09 04:20:13 GMT 2022","822","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Wed Feb 09 04:17:58 GMT 2022","Wed Feb 09 04:18:00 GMT 2022","2069","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Wed Feb 09 04:18:02 GMT 2022","Wed Feb 09 04:18:03 GMT 2022","863","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Wed Feb 09 04:18:43 GMT 2022","Wed Feb 09 04:18:44 GMT 2022","1754","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Wed Feb 09 04:18:51 GMT 2022","Wed Feb 09 04:20:12 GMT 2022","80581","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Wed Feb 09 04:17:53 GMT 2022","Wed Feb 09 04:17:55 GMT 2022","1794","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Wed Feb 09 04:17:55 GMT 2022","Wed Feb 09 04:17:57 GMT 2022","2414","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Wed Feb 09 04:18:00 GMT 2022","Wed Feb 09 04:18:01 GMT 2022","1044","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Wed Feb 09 04:17:57 GMT 2022","Wed Feb 09 04:17:58 GMT 2022","904","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Wed Feb 09 04:18:01 GMT 2022","Wed Feb 09 04:18:02 GMT 2022","979","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Wed Feb 09 04:20:18 GMT 2022","Wed Feb 09 04:22:32 GMT 2022","134642","","Link valid and working","","","","Links are valid and working",""
"passed","Wed Feb 09 04:18:44 GMT 2022","Wed Feb 09 04:18:45 GMT 2022","368","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Wed Feb 09 04:18:08 GMT 2022","Wed Feb 09 04:18:39 GMT 2022","30646","","Performance with lighthouse","","","","Check the performance",""
"passed","Wed Feb 09 04:18:50 GMT 2022","Wed Feb 09 04:18:51 GMT 2022","1039","","SEO Friendly","","","","All images have alt tags",""
"passed","Wed Feb 09 04:18:48 GMT 2022","Wed Feb 09 04:18:50 GMT 2022","1314","","SEO Friendly","","","","Have only one h1 element",""
"passed","Wed Feb 09 04:20:13 GMT 2022","Wed Feb 09 04:20:13 GMT 2022","395","","SEO Friendly","","","","All canonicals are valid",""
"passed","Wed Feb 09 04:18:50 GMT 2022","Wed Feb 09 04:18:50 GMT 2022","372","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Wed Feb 09 04:20:13 GMT 2022","Wed Feb 09 04:20:14 GMT 2022","382","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Wed Feb 09 04:18:03 GMT 2022","Wed Feb 09 04:18:04 GMT 2022","927","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Wed Feb 09 04:17:48 GMT 2022","Wed Feb 09 04:17:53 GMT 2022","4929","","Menu on top","","","","Show the menu on top",""
