"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 31 04:19:51 GMT 2021","Fri Dec 31 04:19:51 GMT 2021","655","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Dec 31 04:20:38 GMT 2021","Fri Dec 31 04:20:39 GMT 2021","1024","","SEO Friendly","","","","Have only one h1 element",""
"passed","Fri Dec 31 04:20:33 GMT 2021","Fri Dec 31 04:20:33 GMT 2021","430","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Fri Dec 31 04:20:42 GMT 2021","Fri Dec 31 04:20:43 GMT 2021","392","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Fri Dec 31 04:20:42 GMT 2021","Fri Dec 31 04:20:42 GMT 2021","407","","SEO Friendly","","","","All canonicals are valid",""
"passed","Fri Dec 31 04:19:52 GMT 2021","Fri Dec 31 04:19:53 GMT 2021","738","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Dec 31 04:19:48 GMT 2021","Fri Dec 31 04:19:49 GMT 2021","714","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Fri Dec 31 04:20:32 GMT 2021","Fri Dec 31 04:20:33 GMT 2021","1005","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Fri Dec 31 04:19:57 GMT 2021","Fri Dec 31 04:20:27 GMT 2021","30149","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Dec 31 04:19:51 GMT 2021","Fri Dec 31 04:19:52 GMT 2021","710","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Fri Dec 31 04:20:39 GMT 2021","Fri Dec 31 04:20:39 GMT 2021","441","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Fri Dec 31 04:20:47 GMT 2021","Fri Dec 31 04:22:23 GMT 2021","95736","","Link valid and working","","","","Links are valid and working",""
"passed","Fri Dec 31 04:20:41 GMT 2021","Fri Dec 31 04:20:41 GMT 2021","504","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Fri Dec 31 04:19:47 GMT 2021","Fri Dec 31 04:19:48 GMT 2021","709","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Fri Dec 31 04:20:39 GMT 2021","Fri Dec 31 04:20:41 GMT 2021","1209","","SEO Friendly","","","","All images have alt tags",""
"passed","Fri Dec 31 04:19:43 GMT 2021","Fri Dec 31 04:19:45 GMT 2021","2585","","Menu on top","","","","Show the menu on top",""
"failed","Fri Dec 31 04:19:49 GMT 2021","Fri Dec 31 04:19:50 GMT 2021","991","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Fri Dec 31 04:19:45 GMT 2021","Fri Dec 31 04:19:47 GMT 2021","1948","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Fri Dec 31 04:20:41 GMT 2021","Fri Dec 31 04:20:42 GMT 2021","481","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Fri Dec 31 04:19:50 GMT 2021","Fri Dec 31 04:19:50 GMT 2021","738","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
