"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 21 04:20:13 GMT 2022","Fri Jan 21 04:20:14 GMT 2022","851","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Fri Jan 21 04:21:04 GMT 2022","Fri Jan 21 04:21:06 GMT 2022","1521","","SEO Friendly","","","","Have only one h1 element",""
"passed","Fri Jan 21 04:21:08 GMT 2022","Fri Jan 21 04:21:09 GMT 2022","365","","SEO Friendly","","","","All canonicals are valid",""
"passed","Fri Jan 21 04:20:20 GMT 2022","Fri Jan 21 04:20:54 GMT 2022","34120","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Jan 21 04:21:00 GMT 2022","Fri Jan 21 04:21:00 GMT 2022","732","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Fri Jan 21 04:20:14 GMT 2022","Fri Jan 21 04:20:15 GMT 2022","934","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Jan 21 04:20:06 GMT 2022","Fri Jan 21 04:20:09 GMT 2022","3000","","Menu on top","","","","Show the menu on top",""
"passed","Fri Jan 21 04:21:06 GMT 2022","Fri Jan 21 04:21:06 GMT 2022","406","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Fri Jan 21 04:21:09 GMT 2022","Fri Jan 21 04:21:09 GMT 2022","313","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Fri Jan 21 04:21:06 GMT 2022","Fri Jan 21 04:21:07 GMT 2022","1138","","SEO Friendly","","","","All images have alt tags",""
"passed","Fri Jan 21 04:21:12 GMT 2022","Fri Jan 21 04:23:02 GMT 2022","109504","","Link valid and working","","","","Links are valid and working",""
"failed","Fri Jan 21 04:20:10 GMT 2022","Fri Jan 21 04:20:11 GMT 2022","836","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Fri Jan 21 04:20:12 GMT 2022","Fri Jan 21 04:20:13 GMT 2022","1025","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"failed","Fri Jan 21 04:20:11 GMT 2022","Fri Jan 21 04:20:12 GMT 2022","805","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Fri Jan 21 04:20:15 GMT 2022","Fri Jan 21 04:20:16 GMT 2022","867","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Fri Jan 21 04:21:07 GMT 2022","Fri Jan 21 04:21:08 GMT 2022","410","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Fri Jan 21 04:21:08 GMT 2022","Fri Jan 21 04:21:08 GMT 2022","430","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Fri Jan 21 04:20:16 GMT 2022","Fri Jan 21 04:20:17 GMT 2022","926","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Jan 21 04:20:58 GMT 2022","Fri Jan 21 04:21:00 GMT 2022","1332","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Fri Jan 21 04:20:09 GMT 2022","Fri Jan 21 04:20:10 GMT 2022","840","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
