"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 13 04:19:52 GMT 2022","Thu Jan 13 04:19:52 GMT 2022","749","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Jan 13 04:20:03 GMT 2022","Thu Jan 13 04:20:42 GMT 2022","39135","","Performance with lighthouse","","","","Check the performance",""
"passed","Thu Jan 13 04:19:55 GMT 2022","Thu Jan 13 04:19:55 GMT 2022","655","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Jan 13 04:19:57 GMT 2022","Thu Jan 13 04:19:58 GMT 2022","709","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Thu Jan 13 04:20:53 GMT 2022","Thu Jan 13 04:20:55 GMT 2022","2091","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Jan 13 04:20:59 GMT 2022","Thu Jan 13 04:20:59 GMT 2022","354","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Jan 13 04:20:59 GMT 2022","Thu Jan 13 04:20:59 GMT 2022","338","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Jan 13 04:20:56 GMT 2022","Thu Jan 13 04:20:57 GMT 2022","1075","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Jan 13 04:19:55 GMT 2022","Thu Jan 13 04:19:56 GMT 2022","782","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Thu Jan 13 04:20:49 GMT 2022","Thu Jan 13 04:20:49 GMT 2022","393","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Thu Jan 13 04:19:44 GMT 2022","Thu Jan 13 04:19:51 GMT 2022","6735","","Menu on top","","","","Show the menu on top",""
"passed","Thu Jan 13 04:19:58 GMT 2022","Thu Jan 13 04:19:59 GMT 2022","1066","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Thu Jan 13 04:20:57 GMT 2022","Thu Jan 13 04:20:58 GMT 2022","435","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Thu Jan 13 04:21:03 GMT 2022","Thu Jan 13 04:25:14 GMT 2022","250919","","Link valid and working","","","","Links are valid and working",""
"passed","Thu Jan 13 04:20:55 GMT 2022","Thu Jan 13 04:20:56 GMT 2022","470","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Jan 13 04:19:51 GMT 2022","Thu Jan 13 04:19:52 GMT 2022","665","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Thu Jan 13 04:19:52 GMT 2022","Thu Jan 13 04:19:55 GMT 2022","2147","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Thu Jan 13 04:20:58 GMT 2022","Thu Jan 13 04:20:59 GMT 2022","892","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Thu Jan 13 04:19:56 GMT 2022","Thu Jan 13 04:19:57 GMT 2022","649","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Thu Jan 13 04:20:46 GMT 2022","Thu Jan 13 04:20:49 GMT 2022","2951","","Schema definition and robots.txt","","","","Have a robots meta tag",""
