"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 03 04:22:15 GMT 2022","Mon Jan 03 04:22:16 GMT 2022","442","","SEO Friendly","","","","All canonicals are valid",""
"failed","Mon Jan 03 04:19:55 GMT 2022","Mon Jan 03 04:19:56 GMT 2022","1242","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Mon Jan 03 04:20:50 GMT 2022","Mon Jan 03 04:20:51 GMT 2022","930","","SEO Friendly","","","","Have only one h1 element",""
"passed","Mon Jan 03 04:20:51 GMT 2022","Mon Jan 03 04:20:53 GMT 2022","1424","","SEO Friendly","","","","All images have alt tags",""
"failed","Mon Jan 03 04:20:54 GMT 2022","Mon Jan 03 04:22:14 GMT 2022","80731","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Mon Jan 03 04:20:44 GMT 2022","Mon Jan 03 04:20:45 GMT 2022","962","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Mon Jan 03 04:19:57 GMT 2022","Mon Jan 03 04:19:58 GMT 2022","816","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Mon Jan 03 04:19:54 GMT 2022","Mon Jan 03 04:19:55 GMT 2022","812","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Mon Jan 03 04:22:14 GMT 2022","Mon Jan 03 04:22:15 GMT 2022","802","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Mon Jan 03 04:20:51 GMT 2022","Mon Jan 03 04:20:51 GMT 2022","583","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Mon Jan 03 04:19:59 GMT 2022","Mon Jan 03 04:20:00 GMT 2022","804","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Mon Jan 03 04:19:53 GMT 2022","Mon Jan 03 04:19:54 GMT 2022","769","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Mon Jan 03 04:22:16 GMT 2022","Mon Jan 03 04:22:16 GMT 2022","484","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Mon Jan 03 04:19:49 GMT 2022","Mon Jan 03 04:19:52 GMT 2022","2995","","Menu on top","","","","Show the menu on top",""
"failed","Mon Jan 03 04:19:56 GMT 2022","Mon Jan 03 04:19:57 GMT 2022","1227","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"failed","Mon Jan 03 04:19:52 GMT 2022","Mon Jan 03 04:19:53 GMT 2022","1259","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Mon Jan 03 04:20:04 GMT 2022","Mon Jan 03 04:20:39 GMT 2022","35160","","Performance with lighthouse","","","","Check the performance",""
"passed","Mon Jan 03 04:22:21 GMT 2022","Mon Jan 03 04:23:45 GMT 2022","84055","","Link valid and working","","","","Links are valid and working",""
"failed","Mon Jan 03 04:19:58 GMT 2022","Mon Jan 03 04:19:59 GMT 2022","1071","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Mon Jan 03 04:20:45 GMT 2022","Mon Jan 03 04:20:46 GMT 2022","457","","Schema definition and robots.txt","","","","Have a robots.txt",""
