"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 04:18:09 GMT 2022","Thu Feb 03 04:18:44 GMT 2022","34838","","Performance with lighthouse","","","","Check the performance",""
"failed","Thu Feb 03 04:18:03 GMT 2022","Thu Feb 03 04:18:04 GMT 2022","1250","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"failed","Thu Feb 03 04:17:59 GMT 2022","Thu Feb 03 04:18:00 GMT 2022","1212","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Thu Feb 03 04:17:50 GMT 2022","Thu Feb 03 04:17:54 GMT 2022","3820","","Menu on top","","","","Show the menu on top",""
"failed","Thu Feb 03 04:17:54 GMT 2022","Thu Feb 03 04:17:55 GMT 2022","1043","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"failed","Thu Feb 03 04:17:55 GMT 2022","Thu Feb 03 04:17:57 GMT 2022","1114","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Thu Feb 03 04:18:50 GMT 2022","Thu Feb 03 04:18:50 GMT 2022","575","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Thu Feb 03 04:20:21 GMT 2022","Thu Feb 03 04:20:21 GMT 2022","539","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Thu Feb 03 04:20:27 GMT 2022","Thu Feb 03 04:22:40 GMT 2022","132811","","Link valid and working","","","","Links are valid and working",""
"passed","Thu Feb 03 04:18:49 GMT 2022","Thu Feb 03 04:18:50 GMT 2022","914","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Thu Feb 03 04:18:59 GMT 2022","Thu Feb 03 04:20:19 GMT 2022","80699","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Thu Feb 03 04:17:58 GMT 2022","Thu Feb 03 04:17:59 GMT 2022","1239","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Thu Feb 03 04:18:56 GMT 2022","Thu Feb 03 04:18:58 GMT 2022","1405","","SEO Friendly","","","","All images have alt tags",""
"passed","Thu Feb 03 04:18:55 GMT 2022","Thu Feb 03 04:18:56 GMT 2022","916","","SEO Friendly","","","","Have only one h1 element",""
"passed","Thu Feb 03 04:18:56 GMT 2022","Thu Feb 03 04:18:56 GMT 2022","592","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Thu Feb 03 04:20:20 GMT 2022","Thu Feb 03 04:20:21 GMT 2022","427","","SEO Friendly","","","","All canonicals are valid",""
"passed","Thu Feb 03 04:20:20 GMT 2022","Thu Feb 03 04:20:20 GMT 2022","786","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Thu Feb 03 04:18:00 GMT 2022","Thu Feb 03 04:18:01 GMT 2022","1061","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Thu Feb 03 04:18:01 GMT 2022","Thu Feb 03 04:18:03 GMT 2022","1255","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Thu Feb 03 04:17:57 GMT 2022","Thu Feb 03 04:17:58 GMT 2022","1141","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
