"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 17 04:21:18 GMT 2022","Mon Jan 17 04:21:18 GMT 2022","823","","SEO Friendly","","","","Have only one h1 element",""
"passed","Mon Jan 17 04:21:13 GMT 2022","Mon Jan 17 04:21:13 GMT 2022","497","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Mon Jan 17 04:21:19 GMT 2022","Mon Jan 17 04:21:21 GMT 2022","1460","","SEO Friendly","","","","All images have alt tags",""
"passed","Mon Jan 17 04:20:35 GMT 2022","Mon Jan 17 04:21:07 GMT 2022","31695","","Performance with lighthouse","","","","Check the performance",""
"passed","Mon Jan 17 04:21:28 GMT 2022","Mon Jan 17 04:23:37 GMT 2022","128746","","Link valid and working","","","","Links are valid and working",""
"passed","Mon Jan 17 04:21:22 GMT 2022","Mon Jan 17 04:21:23 GMT 2022","596","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Mon Jan 17 04:21:23 GMT 2022","Mon Jan 17 04:21:24 GMT 2022","417","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Mon Jan 17 04:20:19 GMT 2022","Mon Jan 17 04:20:19 GMT 2022","767","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Mon Jan 17 04:21:19 GMT 2022","Mon Jan 17 04:21:19 GMT 2022","486","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Mon Jan 17 04:20:18 GMT 2022","Mon Jan 17 04:20:19 GMT 2022","857","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Mon Jan 17 04:20:19 GMT 2022","Mon Jan 17 04:20:21 GMT 2022","1714","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Mon Jan 17 04:20:21 GMT 2022","Mon Jan 17 04:20:22 GMT 2022","771","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Mon Jan 17 04:20:30 GMT 2022","Mon Jan 17 04:20:31 GMT 2022","839","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Mon Jan 17 04:20:12 GMT 2022","Mon Jan 17 04:20:16 GMT 2022","4414","","Menu on top","","","","Show the menu on top",""
"passed","Mon Jan 17 04:20:16 GMT 2022","Mon Jan 17 04:20:17 GMT 2022","784","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Mon Jan 17 04:20:17 GMT 2022","Mon Jan 17 04:20:18 GMT 2022","868","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Mon Jan 17 04:21:12 GMT 2022","Mon Jan 17 04:21:13 GMT 2022","976","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Mon Jan 17 04:21:23 GMT 2022","Mon Jan 17 04:21:23 GMT 2022","511","","SEO Friendly","","","","All canonicals are valid",""
"passed","Mon Jan 17 04:20:22 GMT 2022","Mon Jan 17 04:20:30 GMT 2022","7869","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Mon Jan 17 04:21:21 GMT 2022","Mon Jan 17 04:21:22 GMT 2022","424","","SEO Friendly","","","","Have one heading with a title and meta description",""
