"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 04 04:15:00 GMT 2022","Fri Feb 04 04:15:01 GMT 2022","892","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"passed","Fri Feb 04 04:17:19 GMT 2022","Fri Feb 04 04:17:19 GMT 2022","360","","SEO Friendly","","","","All canonicals are valid",""
"failed","Fri Feb 04 04:15:58 GMT 2022","Fri Feb 04 04:17:18 GMT 2022","80476","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Fri Feb 04 04:14:58 GMT 2022","Fri Feb 04 04:14:59 GMT 2022","797","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Fri Feb 04 04:14:56 GMT 2022","Fri Feb 04 04:14:58 GMT 2022","1711","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"failed","Fri Feb 04 04:14:59 GMT 2022","Fri Feb 04 04:15:00 GMT 2022","900","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Fri Feb 04 04:15:56 GMT 2022","Fri Feb 04 04:15:58 GMT 2022","1121","","SEO Friendly","","","","All images have alt tags",""
"passed","Fri Feb 04 04:14:49 GMT 2022","Fri Feb 04 04:14:54 GMT 2022","4150","","Menu on top","","","","Show the menu on top",""
"passed","Fri Feb 04 04:17:19 GMT 2022","Fri Feb 04 04:17:20 GMT 2022","370","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Fri Feb 04 04:15:56 GMT 2022","Fri Feb 04 04:15:56 GMT 2022","362","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Fri Feb 04 04:15:07 GMT 2022","Fri Feb 04 04:15:41 GMT 2022","34533","","Performance with lighthouse","","","","Check the performance",""
"passed","Fri Feb 04 04:17:24 GMT 2022","Fri Feb 04 04:19:07 GMT 2022","103573","","Link valid and working","","","","Links are valid and working",""
"failed","Fri Feb 04 04:15:01 GMT 2022","Fri Feb 04 04:15:02 GMT 2022","963","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Fri Feb 04 04:14:59 GMT 2022","Fri Feb 04 04:14:59 GMT 2022","877","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Fri Feb 04 04:17:18 GMT 2022","Fri Feb 04 04:17:19 GMT 2022","535","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"failed","Fri Feb 04 04:15:02 GMT 2022","Fri Feb 04 04:15:03 GMT 2022","834","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Fri Feb 04 04:15:54 GMT 2022","Fri Feb 04 04:15:56 GMT 2022","1437","","SEO Friendly","","","","Have only one h1 element",""
"failed","Fri Feb 04 04:14:54 GMT 2022","Fri Feb 04 04:14:56 GMT 2022","2038","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Fri Feb 04 04:15:45 GMT 2022","Fri Feb 04 04:15:48 GMT 2022","2167","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"passed","Fri Feb 04 04:15:48 GMT 2022","Fri Feb 04 04:15:48 GMT 2022","389","","Schema definition and robots.txt","","","","Have a robots.txt",""
