"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 08 04:20:38 GMT 2022","Sat Jan 08 04:20:38 GMT 2022","433","","SEO Friendly","","","","HTML has a lang attribute set",""
"passed","Sat Jan 08 04:20:26 GMT 2022","Sat Jan 08 04:20:27 GMT 2022","473","","Schema definition and robots.txt","","","","Have a robots.txt",""
"passed","Sat Jan 08 04:19:47 GMT 2022","Sat Jan 08 04:20:19 GMT 2022","32305","","Performance with lighthouse","","","","Check the performance",""
"passed","Sat Jan 08 04:20:36 GMT 2022","Sat Jan 08 04:20:37 GMT 2022","654","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sat Jan 08 04:20:33 GMT 2022","Sat Jan 08 04:20:35 GMT 2022","1501","","SEO Friendly","","","","All images have alt tags",""
"passed","Sat Jan 08 04:19:41 GMT 2022","Sat Jan 08 04:19:42 GMT 2022","955","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sat Jan 08 04:20:37 GMT 2022","Sat Jan 08 04:20:38 GMT 2022","462","","SEO Friendly","","","","All canonicals are valid",""
"failed","Sat Jan 08 04:19:35 GMT 2022","Sat Jan 08 04:19:36 GMT 2022","1249","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sat Jan 08 04:20:43 GMT 2022","Sat Jan 08 04:23:25 GMT 2022","162232","","Link valid and working","","","","Links are valid and working",""
"failed","Sat Jan 08 04:19:39 GMT 2022","Sat Jan 08 04:19:41 GMT 2022","2251","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"failed","Sat Jan 08 04:19:27 GMT 2022","Sat Jan 08 04:19:31 GMT 2022","3781","","Menu on top","","","","Show the menu on top",""
"passed","Sat Jan 08 04:20:31 GMT 2022","Sat Jan 08 04:20:33 GMT 2022","1128","","SEO Friendly","","","","Have only one h1 element",""
"failed","Sat Jan 08 04:19:37 GMT 2022","Sat Jan 08 04:19:39 GMT 2022","1471","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Sat Jan 08 04:19:36 GMT 2022","Sat Jan 08 04:19:37 GMT 2022","1385","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
"passed","Sat Jan 08 04:20:36 GMT 2022","Sat Jan 08 04:20:36 GMT 2022","451","","SEO Friendly","","","","Have one heading with a title and meta description",""
"failed","Sat Jan 08 04:19:33 GMT 2022","Sat Jan 08 04:19:34 GMT 2022","1068","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Sat Jan 08 04:20:33 GMT 2022","Sat Jan 08 04:20:33 GMT 2022","617","","SEO Friendly","","","","Have at least 2 H2 elements",""
"failed","Sat Jan 08 04:19:31 GMT 2022","Sat Jan 08 04:19:33 GMT 2022","1275","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sat Jan 08 04:19:34 GMT 2022","Sat Jan 08 04:19:35 GMT 2022","953","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"passed","Sat Jan 08 04:20:25 GMT 2022","Sat Jan 08 04:20:26 GMT 2022","1060","","Schema definition and robots.txt","","","","Have a robots meta tag",""
