"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Feb 05 04:15:36 GMT 2022","Sat Feb 05 04:15:38 GMT 2022","2192","","Menu on top","","","","Show the submenu on Bonos (example #2)",""
"passed","Sat Feb 05 04:18:04 GMT 2022","Sat Feb 05 04:20:55 GMT 2022","171174","","Link valid and working","","","","Links are valid and working",""
"passed","Sat Feb 05 04:16:33 GMT 2022","Sat Feb 05 04:16:33 GMT 2022","370","","SEO Friendly","","","","Have at least 2 H2 elements",""
"passed","Sat Feb 05 04:17:56 GMT 2022","Sat Feb 05 04:17:57 GMT 2022","464","","SEO Friendly","","","","HTML has a lang attribute set",""
"failed","Sat Feb 05 04:15:42 GMT 2022","Sat Feb 05 04:15:43 GMT 2022","1026","","Menu on top","","","","Show the submenu on eSports (example #8)",""
"passed","Sat Feb 05 04:16:27 GMT 2022","Sat Feb 05 04:16:28 GMT 2022","424","","Schema definition and robots.txt","","","","Have a robots.txt",""
"failed","Sat Feb 05 04:15:39 GMT 2022","Sat Feb 05 04:15:40 GMT 2022","836","","Menu on top","","","","Show the submenu on Deportes (example #4)",""
"passed","Sat Feb 05 04:16:26 GMT 2022","Sat Feb 05 04:16:27 GMT 2022","1679","","Schema definition and robots.txt","","","","Have a robots meta tag",""
"failed","Sat Feb 05 04:15:38 GMT 2022","Sat Feb 05 04:15:39 GMT 2022","890","","Menu on top","","","","Show the submenu on Latinoamérica (example #3)",""
"failed","Sat Feb 05 04:15:30 GMT 2022","Sat Feb 05 04:15:36 GMT 2022","5601","","Menu on top","","","","Show the submenu on Casas de Apuestas (example #1)",""
"passed","Sat Feb 05 04:15:47 GMT 2022","Sat Feb 05 04:16:22 GMT 2022","34519","","Performance with lighthouse","","","","Check the performance",""
"passed","Sat Feb 05 04:16:33 GMT 2022","Sat Feb 05 04:16:34 GMT 2022","1127","","SEO Friendly","","","","All images have alt tags",""
"failed","Sat Feb 05 04:15:41 GMT 2022","Sat Feb 05 04:15:42 GMT 2022","917","","Menu on top","","","","Show the submenu on Casinos (example #6)",""
"failed","Sat Feb 05 04:15:42 GMT 2022","Sat Feb 05 04:15:42 GMT 2022","874","","Menu on top","","","","Show the submenu on Poker (example #7)",""
"passed","Sat Feb 05 04:17:55 GMT 2022","Sat Feb 05 04:17:56 GMT 2022","642","","SEO Friendly","","","","Content is divided by multiple subheadings",""
"passed","Sat Feb 05 04:15:25 GMT 2022","Sat Feb 05 04:15:30 GMT 2022","4444","","Menu on top","","","","Show the menu on top",""
"failed","Sat Feb 05 04:16:35 GMT 2022","Sat Feb 05 04:17:55 GMT 2022","80477","","SEO Friendly","","","","Have one heading with a title and meta description",""
"passed","Sat Feb 05 04:16:32 GMT 2022","Sat Feb 05 04:16:33 GMT 2022","1332","","SEO Friendly","","","","Have only one h1 element",""
"passed","Sat Feb 05 04:17:56 GMT 2022","Sat Feb 05 04:17:56 GMT 2022","457","","SEO Friendly","","","","All canonicals are valid",""
"failed","Sat Feb 05 04:15:40 GMT 2022","Sat Feb 05 04:15:41 GMT 2022","976","","Menu on top","","","","Show the submenu on Pagos (example #5)",""
